protein_idx	protein_id	uniprot_accession	gene_symbol	status
2998	pdb:2euf	Q00534	CDK6	pdb→sifts→uniprot
2999	pdb:2euk	Q9NZD2	GLTP	pdb→sifts→uniprot
3000	pdb:2eum	Q9NZD2	GLTP	pdb→sifts→uniprot
3001	pdb:2evc	P0AE18	map	pdb→sifts→uniprot
3002	pdb:2evl	Q9NZD2	GLTP	pdb→sifts→uniprot
3003	pdb:2evm	P0AE18	map	pdb→sifts→uniprot
3004	pdb:2evo	P0AE18	map	pdb→sifts→uniprot
3005	pdb:2ew5	Q672W7	def	pdb→sifts→uniprot
3006	pdb:2ew6	Q672W7	def	pdb→sifts→uniprot
3007	pdb:2ewa	P47811	Mapk14	pdb→sifts→uniprot
3008	pdb:2ewb	P00727	LAP3	pdb→sifts→uniprot
3009	pdb:2ewp	P62508	ESRRG	pdb→sifts→uniprot
3010	pdb:2ews	Q6G7I0	coaW	pdb→sifts→uniprot
3011	pdb:2ewy	Q9Y5Z0	BACE2	pdb→sifts→uniprot
3012	pdb:2exc	P53779	MAPK10	pdb→sifts→uniprot
3013	pdb:2exg	P55196	AFDN	pdb→sifts→uniprot
3014	pdb:2exm	P24941	CDK2	pdb→sifts→uniprot
3015	pdb:2ez5	Q9VVI3	Nedd4	pdb→sifts→uniprot
3016	pdb:2ez7	P00918	CA2	pdb→sifts→uniprot
3017	pdb:2f01	P22629		pdb→sifts→uniprot
3018	pdb:2f0z	Q9Y3R4	NEU2	pdb→sifts→uniprot
3019	pdb:2f10	Q9Y3R4	NEU2	pdb→sifts→uniprot
3020	pdb:2f14	P00918	CA2	pdb→sifts→uniprot
3021	pdb:2f18	Q24451	alpha-Man-IIa	pdb→sifts→uniprot
3022	pdb:2f1a	Q24451	alpha-Man-IIa	pdb→sifts→uniprot
3023	pdb:2f1b	Q24451	alpha-Man-IIa	pdb→sifts→uniprot
3024	pdb:2f1g	P25774	CTSS	pdb→sifts→uniprot
3025	pdb:2f2c	Q00534	CDK6	pdb→sifts→uniprot
3026	pdb:2f2h	P31434	yicI	pdb→sifts→uniprot
3027	pdb:2f34	P22756	Grik1	pdb→sifts→uniprot
3028	pdb:2f35	P22756	Grik1	pdb→sifts→uniprot
3029	pdb:2f3e	P56817	BACE1	pdb→sifts→uniprot
3030	pdb:2f3f	P56817	BACE1	pdb→sifts→uniprot
3031	pdb:2f3k	P03369	gag-pol	pdb→sifts→uniprot
3032	pdb:2f3r	P60546	gmk	pdb→sifts→uniprot
3033	pdb:2f4b	P37231	PPARG	pdb→sifts→uniprot
3034	pdb:2f4j	P00519	ABL1	pdb→sifts→uniprot
3035	pdb:2f5t	Q7LYW4	trmB	pdb→sifts→uniprot
3036	pdb:2f6t	P18031	PTPN1	pdb→sifts→uniprot
3037	pdb:2f6v	P18031	PTPN1	pdb→sifts→uniprot
3038	pdb:2f6y	P18031	PTPN1	pdb→sifts→uniprot
3039	pdb:2f6z	P18031	PTPN1	pdb→sifts→uniprot
3040	pdb:2f70	P18031	PTPN1	pdb→sifts→uniprot
3041	pdb:2f71	P18031	PTPN1	pdb→sifts→uniprot
3042	pdb:2f7i	P02766	TTR	pdb→sifts→uniprot
3043	pdb:2f7o	Q24451	alpha-Man-IIa	pdb→sifts→uniprot
3044	pdb:2f7p	Q24451	alpha-Man-IIa	pdb→sifts→uniprot
3045	pdb:2f80	P04587	gag-pol	pdb→sifts→uniprot
3046	pdb:2f81	P04587	gag-pol	pdb→sifts→uniprot
3047	pdb:2f89	P14324	FDPS	pdb→sifts→uniprot
3048	pdb:2f8g	P04587	gag-pol	pdb→sifts→uniprot
3049	pdb:2f8i	P02766	TTR	pdb→sifts→uniprot
3050	pdb:2f94	P14324	FDPS	pdb→sifts→uniprot
3051	pdb:2f9b	P08709	F7	pdb→sifts→uniprot
3052	pdb:2f9k	P14324	FDPS	pdb→sifts→uniprot
3053	pdb:2f9u	Q91RS4		pdb→sifts→uniprot
3054	pdb:2f9v	P27958		pdb→sifts→uniprot
3055	pdb:2fai	P03372	ESR1	pdb→sifts→uniprot
3056	pdb:2fb8	P15056	BRAF	pdb→sifts→uniprot
3057	pdb:2fci	P08487	PLCG1	pdb→sifts→uniprot
3058	pdb:2fda	P03951	F11	pdb→sifts→uniprot
3059	pdb:2fdd	Q7SPG9	pol	pdb→sifts→uniprot
3060	pdb:2fde	P04585	gag-pol	pdb→sifts→uniprot
3061	pdb:2fdp	P56817	BACE1	pdb→sifts→uniprot
3062	pdb:2feq	P00734	F2	pdb→sifts→uniprot
3063	pdb:2fes	P00734	F2	pdb→sifts→uniprot
3064	pdb:2ff1	Q9GPQ4		pdb→sifts→uniprot
3065	pdb:2ff2	Q9GPQ4		pdb→sifts→uniprot
3066	pdb:2fgh	Q28372	GSN	pdb→sifts→uniprot
3067	pdb:2fgi	P11362	FGFR1	pdb→sifts→uniprot
3068	pdb:2fgu	P03369	gag-pol	pdb→sifts→uniprot
3069	pdb:2fgv	P03369	gag-pol	pdb→sifts→uniprot
3070	pdb:2fhy	P09467	FBP1	pdb→sifts→uniprot
3071	pdb:2fie	P09467	FBP1	pdb→sifts→uniprot
3072	pdb:2fix	P09467	FBP1	pdb→sifts→uniprot
3073	pdb:2fj0	Q9GPG0		pdb→sifts→uniprot
3074	pdb:2fjm	P18031	PTPN1	pdb→sifts→uniprot
3075	pdb:2fjn	P18031	PTPN1	pdb→sifts→uniprot
3076	pdb:2fjp	P27487	DPP4	pdb→sifts→uniprot
3077	pdb:2fkf	P26276	algC	pdb→sifts→uniprot
3078	pdb:2fky	P52732	KIF11	pdb→sifts→uniprot
3079	pdb:2fl2	P52732	KIF11	pdb→sifts→uniprot
3080	pdb:2fl5	Q5FWF9	IGL@	pdb→sifts→uniprot
3081	pdb:2fl6	P52732	KIF11	pdb→sifts→uniprot
3082	pdb:2flb	P08709	F7	pdb→sifts→uniprot
3083	pdb:2fle	Q9J2R0	pol	pdb→sifts→uniprot
3084	pdb:2flh	A0A1S3THR8	CSBP	pdb→sifts→uniprot
3085	pdb:2flr	P08709	F7	pdb→sifts→uniprot
3086	pdb:2flu	Q14145	KEAP1	pdb→sifts→uniprot
3087	pdb:2fm0	Q08499	PDE4D	pdb→sifts→uniprot
3088	pdb:2fm2	Q9ELS8		pdb→sifts→uniprot
3089	pdb:2fm5	Q08499	PDE4D	pdb→sifts→uniprot
3090	pdb:2fmb	P32542	pol	pdb→sifts→uniprot
3091	pdb:2fme	P52732	KIF11	pdb→sifts→uniprot
3092	pdb:2fo4	P01901	H2-K1	pdb→sifts→uniprot
3093	pdb:2fou	P00918	CA2	pdb→sifts→uniprot
3094	pdb:2fov	P00918	CA2	pdb→sifts→uniprot
3095	pdb:2foy	P00915	CA1	pdb→sifts→uniprot
3096	pdb:2fpz	P20231	TPSB2	pdb→sifts→uniprot
3097	pdb:2fq6	P06721	metC	pdb→sifts→uniprot
3098	pdb:2fqo	O34667	luxS	pdb→sifts→uniprot
3099	pdb:2fqt	O34667	luxS	pdb→sifts→uniprot
3100	pdb:2fqw	P29724	tmpC	pdb→sifts→uniprot
3101	pdb:2fqx	P29724	tmpC	pdb→sifts→uniprot
3102	pdb:2fqy	P29724	tmpC	pdb→sifts→uniprot
3103	pdb:2fr3	P29373	CRABP2	pdb→sifts→uniprot
3104	pdb:2fr8	Q2RSB2	pntAA	pdb→sifts→uniprot
3105	pdb:2frd	Q2RSB2	pntAA	pdb→sifts→uniprot
3106	pdb:2fs8	P20231	TPSB2	pdb→sifts→uniprot
3107	pdb:2fs9	P20231	TPSB2	pdb→sifts→uniprot
3108	pdb:2fsv	Q2RSB2	pntAA	pdb→sifts→uniprot
3109	pdb:2ftd	P61277	CTSK	pdb→sifts→uniprot
3110	pdb:2fts	Q03555	Gphn	pdb→sifts→uniprot
3111	pdb:2fu8	P52700		pdb→sifts→uniprot
3112	pdb:2fum	P9WI81	pknB	pdb→sifts→uniprot
3113	pdb:2fuu	Q12830	BPTF	pdb→sifts→uniprot
3114	pdb:2fv5	P78536	ADAM17	pdb→sifts→uniprot
3115	pdb:2fv9	P78536	ADAM17	pdb→sifts→uniprot
3116	pdb:2fvc	Q99AU2		pdb→sifts→uniprot
3117	pdb:2fvd	P24941	CDK2	pdb→sifts→uniprot
3118	pdb:2fw3	P18886	Cpt2	pdb→sifts→uniprot
3119	pdb:2fw6	Q2QJL3	purE	pdb→sifts→uniprot
3120	pdb:2fwp	Q2QJL3	purE	pdb→sifts→uniprot
3121	pdb:2fwy	P07900	HSP90AA1	pdb→sifts→uniprot
3122	pdb:2fwz	P07900	HSP90AA1	pdb→sifts→uniprot
3123	pdb:2fx6	P00760	PRSS1	pdb→sifts→uniprot
3124	pdb:2fx7	P05880	env	pdb→sifts→uniprot
3125	pdb:2fx8	P05880	env	pdb→sifts→uniprot
3126	pdb:2fx9	P05880	env	pdb→sifts→uniprot
3127	pdb:2fxr	P20231	TPSB2	pdb→sifts→uniprot
3128	pdb:2fxs	P02829	HSP82	pdb→sifts→uniprot
3129	pdb:2fxu	P68135	ACTA1	pdb→sifts→uniprot
3130	pdb:2fxv	P42085	xpt	pdb→sifts→uniprot
3131	pdb:2fys	P63086	Mapk1	pdb→sifts→uniprot
3132	pdb:2fyv	Q24451	alpha-Man-IIa	pdb→sifts→uniprot
3133	pdb:2fzc	P0A786	pyrB	pdb→sifts→uniprot
3134	pdb:2fzg	P0A786	pyrB	pdb→sifts→uniprot
3135	pdb:2fzk	P0A786	pyrB	pdb→sifts→uniprot
3136	pdb:2fzz	P00742	F10	pdb→sifts→uniprot
3137	pdb:2g00	P00742	F10	pdb→sifts→uniprot
3138	pdb:2g01	P45983	MAPK8	pdb→sifts→uniprot
3139	pdb:2g0g	P37231	PPARG	pdb→sifts→uniprot
3140	pdb:2g0h	P37231	PPARG	pdb→sifts→uniprot
3141	pdb:2g19	Q9GZT9	EGLN1	pdb→sifts→uniprot
3142	pdb:2g1q	P52732	KIF11	pdb→sifts→uniprot
3143	pdb:2g1r	P00797	REN	pdb→sifts→uniprot
3144	pdb:2g1y	P00797	REN	pdb→sifts→uniprot
3145	pdb:2g24	P00797	REN	pdb→sifts→uniprot
3146	pdb:2g2r	P84751		pdb→sifts→uniprot
3147	pdb:2g5p	P27487	DPP4	pdb→sifts→uniprot
3148	pdb:2g5t	P27487	DPP4	pdb→sifts→uniprot
3149	pdb:2g5u	P02766	TTR	pdb→sifts→uniprot
3150	pdb:2g63	P27487	DPP4	pdb→sifts→uniprot
3151	pdb:2g6p	P53582	METAP1	pdb→sifts→uniprot
3152	pdb:2g6q	Q9ESK4	Ing2	pdb→sifts→uniprot
3153	pdb:2g70	P11086	PNMT	pdb→sifts→uniprot
3154	pdb:2g71	P11086	PNMT	pdb→sifts→uniprot
3155	pdb:2g72	P11086	PNMT	pdb→sifts→uniprot
3156	pdb:2g78	P29373	CRABP2	pdb→sifts→uniprot
3157	pdb:2g79	P29373	CRABP2	pdb→sifts→uniprot
3158	pdb:2g83	P63096	GNAI1	pdb→sifts→uniprot
3159	pdb:2g8n	P11086	PNMT	pdb→sifts→uniprot
3160	pdb:2g8r	P61823	RNASE1	pdb→sifts→uniprot
3161	pdb:2g94	P56817	BACE1	pdb→sifts→uniprot
3162	pdb:2g96	Q80Z29	Nampt	pdb→sifts→uniprot
3163	pdb:2g97	Q80Z29	Nampt	pdb→sifts→uniprot
3164	pdb:2g9q	P00489	PYGM	pdb→sifts→uniprot
3165	pdb:2g9r	P00489	PYGM	pdb→sifts→uniprot
3166	pdb:2g9u	P00489	PYGM	pdb→sifts→uniprot
3167	pdb:2g9v	P00489	PYGM	pdb→sifts→uniprot
3168	pdb:2g9x	P24941	CDK2	pdb→sifts→uniprot
3169	pdb:2gbf	P14740	Dpp4	pdb→sifts→uniprot
3170	pdb:2gbg	P14740	Dpp4	pdb→sifts→uniprot
3171	pdb:2gbi	P14740	Dpp4	pdb→sifts→uniprot
3172	pdb:2gc8	Q99AU2		pdb→sifts→uniprot
3173	pdb:2gcd	Q9JLS3	Taok2	pdb→sifts→uniprot
3174	pdb:2gd8	P00918	CA2	pdb→sifts→uniprot
3175	pdb:2gde	P00734	F2	pdb→sifts→uniprot
3176	pdb:2gdo	O14757	CHEK1	pdb→sifts→uniprot
3177	pdb:2gej	A0QWG6	pimA	pdb→sifts→uniprot
3178	pdb:2gek	A0QWG6	pimA	pdb→sifts→uniprot
3179	pdb:2gfa	O75164	KDM4A	pdb→sifts→uniprot
3180	pdb:2gfd	P41148	HSP90B1	pdb→sifts→uniprot
3181	pdb:2gfj	P52700		pdb→sifts→uniprot
3182	pdb:2gfk	P52700		pdb→sifts→uniprot
3183	pdb:2gfs	Q16539	MAPK14	pdb→sifts→uniprot
3184	pdb:2gg0	P0AE18	map	pdb→sifts→uniprot
3185	pdb:2gg2	P0AE18	map	pdb→sifts→uniprot
3186	pdb:2gg3	P0AE18	map	pdb→sifts→uniprot
3187	pdb:2gg5	P0AE18	map	pdb→sifts→uniprot
3188	pdb:2gg7	P0AE18	map	pdb→sifts→uniprot
3189	pdb:2gg8	P0AE18	map	pdb→sifts→uniprot
3190	pdb:2gg9	P0AE18	map	pdb→sifts→uniprot
3191	pdb:2gga	Q9R4E4	aroA	pdb→sifts→uniprot
3192	pdb:2ggb	P0AE18	map	pdb→sifts→uniprot
3193	pdb:2ggd	Q9R4E4	aroA	pdb→sifts→uniprot
3194	pdb:2ggu	P35247	SFTPD	pdb→sifts→uniprot
3195	pdb:2ggx	P35247	SFTPD	pdb→sifts→uniprot
3196	pdb:2gh6	Q70I53	hdaH	pdb→sifts→uniprot
3197	pdb:2gh7	P22629		pdb→sifts→uniprot
3198	pdb:2gh9	Q72I44		pdb→sifts→uniprot
3199	pdb:2ghg	O14757	CHEK1	pdb→sifts→uniprot
3200	pdb:2in6	P30291	WEE1	pdb→sifts→uniprot
3201	pdb:2io6	P30291	WEE1	pdb→sifts→uniprot
3202	pdb:2ioa	P0AES0	gss	pdb→sifts→uniprot
3203	pdb:2iog	P03372	ESR1	pdb→sifts→uniprot
3204	pdb:2iok	P03372	ESR1	pdb→sifts→uniprot
3205	pdb:2ipo	P0A786	pyrB	pdb→sifts→uniprot
3206	pdb:2iqg	P56817	BACE1	pdb→sifts→uniprot
3207	pdb:2irz	P56817	BACE1	pdb→sifts→uniprot
3208	pdb:2is0	P56817	BACE1	pdb→sifts→uniprot
3209	pdb:2isc	A2E7Y6		pdb→sifts→uniprot
3210	pdb:2isv	A8B2U2	fba	pdb→sifts→uniprot
3211	pdb:2isw	A8B2U2	fba	pdb→sifts→uniprot
3212	pdb:2it4	P00915	CA1	pdb→sifts→uniprot
3213	pdb:2itk	Q13526	PIN1	pdb→sifts→uniprot
3214	pdb:2ito	P00533	EGFR	pdb→sifts→uniprot
3215	pdb:2itp	P00533	EGFR	pdb→sifts→uniprot
3216	pdb:2itt	P00533	EGFR	pdb→sifts→uniprot
3217	pdb:2ity	P00533	EGFR	pdb→sifts→uniprot
3218	pdb:2itz	P00533	EGFR	pdb→sifts→uniprot
3219	pdb:2iu0	P31335	ATIC	pdb→sifts→uniprot
3220	pdb:2iuz	Q873X9	chiB1	pdb→sifts→uniprot
3221	pdb:2iv9	P63010	AP2B1	pdb→sifts→uniprot
3222	pdb:2ivu	P07949	RET	pdb→sifts→uniprot
3223	pdb:2ivz	P0A855	tolB	pdb→sifts→uniprot
3224	pdb:2iw6	P24941	CDK2	pdb→sifts→uniprot
3225	pdb:2iw8	P24941	CDK2	pdb→sifts→uniprot
3226	pdb:2iw9	P24941	CDK2	pdb→sifts→uniprot
3227	pdb:2iws	P02829	HSP82	pdb→sifts→uniprot
3228	pdb:2iwu	P02829	HSP82	pdb→sifts→uniprot
3229	pdb:2iwx	P02829	HSP82	pdb→sifts→uniprot
3230	pdb:2iyf	Q53685	oleD	pdb→sifts→uniprot
3231	pdb:2izl	P22629		pdb→sifts→uniprot
3232	pdb:2izx	P13861	PRKAR2A	pdb→sifts→uniprot
3233	pdb:2j27	P04789		pdb→sifts→uniprot
3234	pdb:2j2i	P11309	PIM1	pdb→sifts→uniprot
3235	pdb:2j2u	P00742	F10	pdb→sifts→uniprot
3236	pdb:2j34	P00742	F10	pdb→sifts→uniprot
3237	pdb:2j3q	P04058	ache	pdb→sifts→uniprot
3238	pdb:2j47	Q89ZI2		pdb→sifts→uniprot
3239	pdb:2j4a	P10828	THRB	pdb→sifts→uniprot
3240	pdb:2j4g	Q89ZI2		pdb→sifts→uniprot
3241	pdb:2j4i	P00742	F10	pdb→sifts→uniprot
3242	pdb:2j4k	Q97ZE2	pyrH	pdb→sifts→uniprot
3243	pdb:2j4q	P28248	dcd	pdb→sifts→uniprot
3244	pdb:2j4z	O14965	AURKA	pdb→sifts→uniprot
3245	pdb:2j50	O14965	AURKA	pdb→sifts→uniprot
3246	pdb:2j62	Q0TR53	nagJ	pdb→sifts→uniprot
3247	pdb:2j6m	P00533	EGFR	pdb→sifts→uniprot
3248	pdb:2j75	Q08638	bglA	pdb→sifts→uniprot
3249	pdb:2j77	Q08638	bglA	pdb→sifts→uniprot
3250	pdb:2j78	Q08638	bglA	pdb→sifts→uniprot
3251	pdb:2j79	Q08638	bglA	pdb→sifts→uniprot
3252	pdb:2j7b	Q08638	bglA	pdb→sifts→uniprot
3253	pdb:2j7d	Q08638	bglA	pdb→sifts→uniprot
3254	pdb:2j7e	Q08638	bglA	pdb→sifts→uniprot
3255	pdb:2j7f	Q08638	bglA	pdb→sifts→uniprot
3256	pdb:2j7g	Q08638	bglA	pdb→sifts→uniprot
3257	pdb:2j7h	Q08638	bglA	pdb→sifts→uniprot
3258	pdb:2j7x	Q62986	Esr2	pdb→sifts→uniprot
3259	pdb:2j83	Q8TL28		pdb→sifts→uniprot
3260	pdb:2j87	O57203	OPG101	pdb→sifts→uniprot
3261	pdb:2j94	P00742	F10	pdb→sifts→uniprot
3262	pdb:2j95	P00742	F10	pdb→sifts→uniprot
3263	pdb:2j9a	P00727	LAP3	pdb→sifts→uniprot
3264	pdb:2j9h	P09211	GSTP1	pdb→sifts→uniprot
3265	pdb:2j9l	P51795	CLCN5	pdb→sifts→uniprot
3266	pdb:2j9n	P00760	PRSS1	pdb→sifts→uniprot
3267	pdb:2ja3	P51795	CLCN5	pdb→sifts→uniprot
3268	pdb:2jaj	O94760	DDAH1	pdb→sifts→uniprot
3269	pdb:2jal	Q08638	bglA	pdb→sifts→uniprot
3270	pdb:2jb5	P0DOY2	IGLC2	pdb→sifts→uniprot
3271	pdb:2jb6	P0DOY2	IGLC2	pdb→sifts→uniprot
3272	pdb:2jbj	Q04609	FOLH1	pdb→sifts→uniprot
3273	pdb:2jbk	Q04609	FOLH1	pdb→sifts→uniprot
3274	pdb:2jbl	P07173	pufC	pdb→sifts→uniprot
3275	pdb:2jbo	P49137	MAPKAPK2	pdb→sifts→uniprot
3276	pdb:2jbp	P49137	MAPKAPK2	pdb→sifts→uniprot
3277	pdb:2jbu	P14735	IDE	pdb→sifts→uniprot
3278	pdb:2jbv	Q7X2H8	codA	pdb→sifts→uniprot
3279	pdb:2jc0	P26663		pdb→sifts→uniprot
3280	pdb:2jdh	Q9HYN5	lecB	pdb→sifts→uniprot
3281	pdb:2jdk	Q9HYN5	lecB	pdb→sifts→uniprot
3282	pdb:2jdl	P09989		pdb→sifts→uniprot
3283	pdb:2jdm	Q9HYN5	lecB	pdb→sifts→uniprot
3284	pdb:2jdn	Q9HYN5	lecB	pdb→sifts→uniprot
3285	pdb:2jdo	P31751	AKT2	pdb→sifts→uniprot
3286	pdb:2jdp	Q9HYN5	lecB	pdb→sifts→uniprot
3287	pdb:2jds	P00517	PRKACA	pdb→sifts→uniprot
3288	pdb:2jdt	P00517	PRKACA	pdb→sifts→uniprot
3289	pdb:2jdu	Q9HYN5	lecB	pdb→sifts→uniprot
3290	pdb:2jdv	P00517	PRKACA	pdb→sifts→uniprot
3291	pdb:2jdy	Q9HYN5	lecB	pdb→sifts→uniprot
3292	pdb:2jew	P09955	CPB1	pdb→sifts→uniprot
3293	pdb:2jf4	P13482	treA	pdb→sifts→uniprot
3294	pdb:2jfh	P14900	murD	pdb→sifts→uniprot
3295	pdb:2jfz	Q9ZLT0	murI	pdb→sifts→uniprot
3296	pdb:2jg0	P13482	treA	pdb→sifts→uniprot
3297	pdb:2jg8	P02746	C1QB	pdb→sifts→uniprot
3298	pdb:2jgs	P02701	AVD	pdb→sifts→uniprot
3299	pdb:2jh0	P00734	F2	pdb→sifts→uniprot
3300	pdb:2jh5	P00734	F2	pdb→sifts→uniprot
3301	pdb:2jh6	P00734	F2	pdb→sifts→uniprot
3302	pdb:2jiu	P00533	EGFR	pdb→sifts→uniprot
3303	pdb:2jiw	Q89ZI2		pdb→sifts→uniprot
3304	pdb:2jj3	Q92731	ESR2	pdb→sifts→uniprot
3305	pdb:2jjb	P13482	treA	pdb→sifts→uniprot
3306	pdb:2jjk	P09467	FBP1	pdb→sifts→uniprot
3307	pdb:2jk7	P98170	XIAP	pdb→sifts→uniprot
3308	pdb:2jk9	Q96BD6	SPSB1	pdb→sifts→uniprot
3309	pdb:2jke	G8JZS4	susB	pdb→sifts→uniprot
3310	pdb:2jkh	P00742	F10	pdb→sifts→uniprot
3311	pdb:2jkk	Q00944	PTK2	pdb→sifts→uniprot
3312	pdb:2jkm	Q00944	PTK2	pdb→sifts→uniprot
3313	pdb:2jko	Q00944	PTK2	pdb→sifts→uniprot
3314	pdb:2jkp	G8JZS4	susB	pdb→sifts→uniprot
3315	pdb:2jkq	Q00944	PTK2	pdb→sifts→uniprot
3316	pdb:2jkr	P63010	AP2B1	pdb→sifts→uniprot
3317	pdb:2jkt	P63010	AP2B1	pdb→sifts→uniprot
3318	pdb:2jld	P49841	GSK3B	pdb→sifts→uniprot
3319	pdb:2jle	Q72547	pol	pdb→sifts→uniprot
3320	pdb:2jmj	Q08465	YNG1	pdb→sifts→uniprot
3321	pdb:2jnp	P08254	MMP3	pdb→sifts→uniprot
3322	pdb:2jnw	P07992	ERCC1	pdb→sifts→uniprot
3323	pdb:2jo9	Q8C863	Itch	pdb→sifts→uniprot
3324	pdb:2joa	Q92743	HTRA1	pdb→sifts→uniprot
3325	pdb:2jq9	Q9UN37	VPS4A	pdb→sifts→uniprot
3326	pdb:2jqi	P22216	RAD53	pdb→sifts→uniprot
3327	pdb:2jqk	O75351	VPS4B	pdb→sifts→uniprot
3328	pdb:2jql	P39009	DUN1	pdb→sifts→uniprot
3329	pdb:2jsd	O60882	MMP20	pdb→sifts→uniprot
3330	pdb:2jst			pdb_not_in_sifts
3331	pdb:2jt5	P08254	MMP3	pdb→sifts→uniprot
3332	pdb:2jt6	P08254	MMP3	pdb→sifts→uniprot
3333	pdb:2jup	Q8CGF7	Tcerg1	pdb→sifts→uniprot
3334	pdb:2jxr	P07267	PEP4	pdb→sifts→uniprot
3335	pdb:2k00	P54939	TLN1	pdb→sifts→uniprot
3336	pdb:2k0g	Q98GN8		pdb→sifts→uniprot
3337	pdb:2k0x	Q02054		pdb→sifts→uniprot
3338	pdb:2k1q	P90191		pdb→sifts→uniprot
3339	pdb:2k2g	P39900	MMP12	pdb→sifts→uniprot
3340	pdb:2k2r	Q9NVD7	PARVA	pdb→sifts→uniprot
3341	pdb:2k31	Q8CG03	Pde5a	pdb→sifts→uniprot
3342	pdb:2k3w	Q9UN37	VPS4A	pdb→sifts→uniprot
3343	pdb:2k46	Q6INX3	mlec-a	pdb→sifts→uniprot
3344	pdb:2k4i	P04584	gag-pol	pdb→sifts→uniprot
3345	pdb:2k62	P80226	FABP1	pdb→sifts→uniprot
3346	pdb:2k7l	P35269	GTF2F1	pdb→sifts→uniprot
3347	pdb:2kaw	P51141	Dvl1	pdb→sifts→uniprot
3348	pdb:2kbr	Q9Y6N9	USH1C	pdb→sifts→uniprot
3349	pdb:2kbs	Q9Y6N9	USH1C	pdb→sifts→uniprot
3350	pdb:2kce	P0A884	thyA	pdb→sifts→uniprot
3351	pdb:2kdh	P63316	TNNC1	pdb→sifts→uniprot
3352	pdb:2ke1	O43918	AIRE	pdb→sifts→uniprot
3353	pdb:2kff	Q9H4M9	EHD1	pdb→sifts→uniprot
3354	pdb:2kfg	Q9H4M9	EHD1	pdb→sifts→uniprot
3355	pdb:2kfh	Q9H4M9	EHD1	pdb→sifts→uniprot
3356	pdb:2kfx	P63316	TNNC1	pdb→sifts→uniprot
3357	pdb:2kgi	P29375	KDM5A	pdb→sifts→uniprot
3358	pdb:2khh	Q99257	MEX67	pdb→sifts→uniprot
3359	pdb:2kmx	Q04656	ATP7A	pdb→sifts→uniprot
3360	pdb:2knh	Q06455	RUNX1T1	pdb→sifts→uniprot
3361	pdb:2ko7	Q63J95	fbp	pdb→sifts→uniprot
3362	pdb:2koh	Q99NH2	Pard3	pdb→sifts→uniprot
3363	pdb:2kp8			pdb_not_in_sifts
3364	pdb:2kpl	Q96QZ7	MAGI1	pdb→sifts→uniprot
3365	pdb:2krd	P63316	TNNC1	pdb→sifts→uniprot
3366	pdb:2ks9	P25103	TACR1	pdb→sifts→uniprot
3367	pdb:2ksa	P25103	TACR1	pdb→sifts→uniprot
3368	pdb:2ksb	P25103	TACR1	pdb→sifts→uniprot
3369	pdb:2ksp	Q9H4M9	EHD1	pdb→sifts→uniprot
3370	pdb:2kup	O43559	FRS3	pdb→sifts→uniprot
3371	pdb:2kvm	Q8VDS3	Cbx7	pdb→sifts→uniprot
3372	pdb:2kwn	Q92784	DPF3	pdb→sifts→uniprot
3373	pdb:2kzu	Q9UER7	DAXX	pdb→sifts→uniprot
3374	pdb:2l0i	Q05543	RTT103	pdb→sifts→uniprot
3375	pdb:2l11	Q13185	CBX3	pdb→sifts→uniprot
3376	pdb:2l12	O95931	CBX7	pdb→sifts→uniprot
3377	pdb:2l1b	O95931	CBX7	pdb→sifts→uniprot
3378	pdb:2l1r	P63316	TNNC1	pdb→sifts→uniprot
3379	pdb:2l3r	Q96T88	UHRF1	pdb→sifts→uniprot
3380	pdb:2l65	Q8KNF0	calC	pdb→sifts→uniprot
3381	pdb:2l6e	P35963	gag-pol	pdb→sifts→uniprot
3382	pdb:2l6j	P25638	TAH1	pdb→sifts→uniprot
3383	pdb:2l75	Q14839	CHD4	pdb→sifts→uniprot
3384	pdb:2l7u	Q15109	AGER	pdb→sifts→uniprot
3385	pdb:2l84	Q92793	CREBBP	pdb→sifts→uniprot
3386	pdb:2l8j	Q9H0R8	GABARAPL1	pdb→sifts→uniprot
3387	pdb:2l8r	Q9Y530	OARD1	pdb→sifts→uniprot
3388	pdb:2l98	P63316	TNNC1	pdb→sifts→uniprot
3389	pdb:2las	P63165	SUMO1	pdb→sifts→uniprot
3390	pdb:2lbm	P46100	ATRX	pdb→sifts→uniprot
3391	pdb:2lbv	Q9I9P7		pdb→sifts→uniprot
3392	pdb:2lcs	Q12163	NBP2	pdb→sifts→uniprot
3393	pdb:2lct	P15498	VAV1	pdb→sifts→uniprot
3394	pdb:2lgf	P0DP23	CALM1	pdb→sifts→uniprot
3395	pdb:2lh8	P04273	PRNP	pdb→sifts→uniprot
3396	pdb:2lha	P21579	SYT1	pdb→sifts→uniprot
3397	pdb:2liq	B3GA02	ccl2	pdb→sifts→uniprot
3398	pdb:2lk1	P52756	RBM5	pdb→sifts→uniprot
3399	pdb:2lkk	P07148	FABP1	pdb→sifts→uniprot
3400	pdb:2giu	Q92731	ESR2	pdb→sifts→uniprot
3401	pdb:2gj4	P00489	PYGM	pdb→sifts→uniprot
3402	pdb:2gj5	P02754	LGB	pdb→sifts→uniprot
3403	pdb:2gkl	P26918	cphA	pdb→sifts→uniprot
3404	pdb:2gl0	Q8ZVF7		pdb→sifts→uniprot
3405	pdb:2glm	O25928	fabZ	pdb→sifts→uniprot
